acquisition_id,instrument_id,family,product,variable,role,sensor_time_utc,timestamp_original,timestamp_original_units,offset_seconds,interval_distance_seconds,observation_duration_seconds,interval_start_utc,interval_end_utc,units,value,tensor_pointer,original_sample_index,position_id,sensor_vertical_context,status,within_tolerance,representative_eligible,qc_flag,valid_fraction,interpretation,duplicate_status,spectral_status,spectral_valid_bin_fraction
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,waveHs,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,m,0.514624,waves__waverider-17m__4e2d54ee6b11/variables/waveHs/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,waveTp,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,s,14.38849,waves__waverider-17m__4e2d54ee6b11/variables/waveTp/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,waveTm,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,s,7.7138395,waves__waverider-17m__4e2d54ee6b11/variables/waveTm/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,Period for the mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,wavePeakDirectionPeakFrequency,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,degree,75.0,waves__waverider-17m__4e2d54ee6b11/variables/wavePeakDirectionPeakFrequency/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,Wave direction is from true north (MET convention),unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,waveMeanDirection,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,degree,68.239685,waves__waverider-17m__4e2d54ee6b11/variables/waveMeanDirection/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,"Wave direction is from true north (MET convention), energy weighted over and computed from a1 & b1",unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,directionalPeakSpread,nearest_context,2021-10-23T23:00:00.000003+00:00,1635030000.0000033,seconds since 1970-01-01 00:00:00,113.78200340270996,,1800,,,deg,31.137657,waves__waverider-17m__4e2d54ee6b11/variables/directionalPeakSpread/1090,1090,position_c3dbc1b8c4b077c82046aca0,{},qc_unknown,True,False,,1.0,Directional spread at peak frequency with cos(2*theta) circular moments,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveHs,nearest_context,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,m,0.48496813,waves__awac-11m__ac63f1b339a0/variables/waveHs/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveHs,previous_qc,2021-10-23T22:00:01.999996+00:00,1635026401.999996,seconds since 1970-01-01 00:00:00,-3484.218003988266,,,,,m,0.55736,waves__awac-11m__ac63f1b339a0/variables/waveHs/6,546,position_2e25108e9ea65c01a175a334,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveHs,next_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,m,0.48496813,waves__awac-11m__ac63f1b339a0/variables/waveHs/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveHs,nearest_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,m,0.48496813,waves__awac-11m__ac63f1b339a0/variables/waveHs/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Significant wave height computed for spectral frquencies between 0.04 and 0.5 Hz,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTp,nearest_context,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,13.42282,waves__awac-11m__ac63f1b339a0/variables/waveTp/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTp,previous_qc,2021-10-23T22:00:01.999996+00:00,1635026401.999996,seconds since 1970-01-01 00:00:00,-3484.218003988266,,,,,s,13.559322,waves__awac-11m__ac63f1b339a0/variables/waveTp/6,546,position_2e25108e9ea65c01a175a334,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTp,next_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,13.42282,waves__awac-11m__ac63f1b339a0/variables/waveTp/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTp,nearest_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,13.42282,waves__awac-11m__ac63f1b339a0/variables/waveTp/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period of a parobolic fit to the peak of the energy density spectrum using the peak and two surrounding points.  Computed for wave periods between 2 and 25 seconds,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm,nearest_context,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,10.510661,waves__awac-11m__ac63f1b339a0/variables/waveTm/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm,previous_qc,2021-10-23T22:00:01.999996+00:00,1635026401.999996,seconds since 1970-01-01 00:00:00,-3484.218003988266,,,,,s,8.686203,waves__awac-11m__ac63f1b339a0/variables/waveTm/6,546,position_2e25108e9ea65c01a175a334,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm,next_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,10.510661,waves__awac-11m__ac63f1b339a0/variables/waveTm/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm,nearest_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,10.510661,waves__awac-11m__ac63f1b339a0/variables/waveTm/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm1,nearest_context,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,8.210345,waves__awac-11m__ac63f1b339a0/variables/waveTm1/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the 1st moment mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm1,previous_qc,2021-10-23T22:00:01.999996+00:00,1635026401.999996,seconds since 1970-01-01 00:00:00,-3484.218003988266,,,,,s,5.860498,waves__awac-11m__ac63f1b339a0/variables/waveTm1/6,546,position_2e25108e9ea65c01a175a334,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the 1st moment mean of the energy density spectrum,unique,,
2ce151c3-c6f7-5d3a-a22e-84f87985d8a6,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waveTm1,next_qc,2021-10-23T23:00:00.500001+00:00,1635030000.5000007,seconds since 1970-01-01 00:00:00,114.28200078010559,,,,,s,8.210345,waves__awac-11m__ac63f1b339a0/variables/waveTm1/7,547,position_4992625311587253d9982636,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",retrieved,True,True,1.0,1.0,Period for the 1st moment mean of the energy density spectrum,unique,,
